w,x_global,y_global,J,P_finish,F,symmetry_copy
0,1459.22154345624,467.722048423549,12.2879753124748,1.00000000000003,0.61439876562374,False
0.05,1459.22154345624,467.722048423549,12.2879753124748,1.00000000000003,0.5836788273425529,False
0.1,1459.22154345624,467.722048423549,12.2879753124748,1.00000000000003,0.5529588890613659,False
0.2,1459.22154345624,467.722048423549,12.2879753124748,1.00000000000003,0.491519012498992,False
0.35,1459.22154345624,467.722048423549,12.2879753124748,1.00000000000003,0.399359197655431,False
0.5,1459.22154345624,467.722048423549,12.2879753124748,1.00000000000003,0.30719938281187,False
0.65,1459.22154345624,467.722048423549,12.2879753124748,1.00000000000003,0.21503956796830898,False
0.8,1459.22154345624,467.722048423549,12.2879753124748,1.00000000000003,0.12287975312474797,False
0.9,1459.22154345624,467.722048423549,12.2879753124748,1.00000000000003,0.061439876562373985,False
0.95,1459.22154345624,467.722048423549,12.2879753124748,1.00000000000003,0.030719938281187027,False
1,1459.22154345624,467.722048423549,12.2879753124748,1.00000000000003,0.0,False
